"Date","Hour","Sensor_Location","Count"
"20/12/2021",3,"Elizabeth.St...Flinders.St..East....New.footpath",52
"20/12/2021",3,"Macaulay.Rd..North.",NA
"20/12/2021",3,"Queensberry.St...Errol.St..South.",NA
"20/12/2021",4,"Bourke.Street.Mall..North.",11
"20/12/2021",4,"Bourke.Street.Mall..South.",7
"20/12/2021",4,"Melbourne.Central",57
"20/12/2021",4,"Town.Hall..West.",32
"20/12/2021",4,"Princes.Bridge",66
"20/12/2021",4,"Flinders.Street.Station.Underpass",50
"20/12/2021",4,"Birrarung.Marr",14
"20/12/2021",4,"Webb.Bridge",NA
"20/12/2021",4,"Southern.Cross.Station",1
"20/12/2021",4,"Victoria.Point",NA
"20/12/2021",4,"Waterfront.City",1
"20/12/2021",4,"New.Quay",3
"20/12/2021",4,"Flagstaff.Station",NA
"20/12/2021",4,"Sandridge.Bridge",28
"20/12/2021",4,"State.Library",NA
"20/12/2021",4,"Collins.St..North.",4
"20/12/2021",4,"Collins.Place..South.",12
"20/12/2021",4,"Collins.Place..North.",3
"20/12/2021",4,"Chinatown.Swanston.St..North.",19
"20/12/2021",4,"Chinatown.Lt.Bourke.St..South.",13
"20/12/2021",4,"Bourke.St.Russell.St..West.",29
"20/12/2021",4,"Flinders.St.Elizabeth.St..East.",NA
"20/12/2021",4,"Spencer.St.Collins.St..South.",4
"20/12/2021",4,"Spencer.St.Collins.St..North.",32
"20/12/2021",4,"Melbourne.Convention.Exhibition.Centre",55
"20/12/2021",4,"QV.Market.Elizabeth.St..West.",20
"20/12/2021",4,"QV.Market.Peel.St",1
"20/12/2021",4,"The.Arts.Centre",48
"20/12/2021",4,"St.Kilda.Rd.Alexandra.Gardens",6
"20/12/2021",4,"Lonsdale.St..South.",64
"20/12/2021",4,"Lygon.St..West.",8
"20/12/2021",4,"City.Square",NA
"20/12/2021",4,"Flinders.St.Spring.St..West.",NA
"20/12/2021",4,"Flinders.St.Spark.La",NA
"20/12/2021",4,"Southbank",31
"20/12/2021",4,"Queen.St..West.",2
"20/12/2021",4,"Lygon.St..East.",5
"20/12/2021",4,"Flinders.St.Swanston.St..West.",NA
"20/12/2021",4,"Alfred.Place",NA
"20/12/2021",4,"Lonsdale.St.Spring.St..West.",5
"20/12/2021",4,"Grattan.St.Swanston.St..West.",2
"20/12/2021",4,"Monash.Rd.Swanston.St..West.",NA
"20/12/2021",4,"Tin.Alley.Swanston.St..West.",NA
"20/12/2021",4,"Little.Collins.St.Swanston.St..East.",NA
"20/12/2021",4,"Flinders.La.Swanston.St..West.",116
"20/12/2021",4,"Pelham.St..South.",NA
"20/12/2021",4,"Melbourne.Central.Elizabeth.St..East.",17
"20/12/2021",4,"QVM.Queen.St..East.",2
"20/12/2021",4,"QVM.Therry.St..South.",14
"20/12/2021",4,"Faraday.St.Lygon.St..West.",NA
"20/12/2021",4,"QVM.Franklin.St..North.",2
"20/12/2021",4,"Elizabeth.St.Lonsdale.St..South.",13
"20/12/2021",4,"Lincoln.Swanston..W.",4
"20/12/2021",4,"Elizabeth.St.La.Trobe.St..East.",NA
"20/12/2021",4,"Lonsdale.St...Elizabeth.St..North.",8
"20/12/2021",4,"Bourke.St.Bridge",6
"20/12/2021",4,"Bourke.St...Spencer.St..North.",11
"20/12/2021",4,"RMIT.Bld.80...445.Swanston.Street",13
"20/12/2021",4,"Flinders.La.Swanston.St..West..Temporary",NA
"20/12/2021",4,"RMIT.Building.14",11
"20/12/2021",4,"X380.Elizabeth.St",44
"20/12/2021",4,"La.Trobe.St..North.",9
"20/12/2021",4,"X231.Bourke.St",26
"20/12/2021",4,"Royal.Pde...Grattan.St",1
"20/12/2021",4,"Swanston.St...City.Square",12
"20/12/2021",4,"State.Library...New",27
"20/12/2021",4,"Flinders.Ln...Degraves.St..South.",2
"20/12/2021",4,"Flinders.Ln...Degraves.St..North.",0
"20/12/2021",4,"Flinders.Ln...Degraves.St..Crossing.",0
"20/12/2021",4,"Errol.Street..East.",3
"20/12/2021",4,"Westwood.Place",NA
"20/12/2021",4,"Flinders.St...ACMI",25
"20/12/2021",4,"Bourke.St...Spencer.St..South.",7
"20/12/2021",4,"Spring.St...Flinders.St..West.",NA
"20/12/2021",4,"Macaulay.Rd...Bellair.St",1
"20/12/2021",4,"Harbour.Esplanade...Pedestrian.Path",2
"20/12/2021",4,"Harbour.Esplanade...Bike.Path",1
"20/12/2021",4,"Flinders.St..South.",24
"20/12/2021",4,"Elizabeth.St...Flinders.St..East....New.footpath",54
"20/12/2021",4,"Macaulay.Rd..North.",NA
"20/12/2021",4,"Queensberry.St...Errol.St..South.",NA
"20/12/2021",5,"Bourke.Street.Mall..North.",21
"20/12/2021",5,"Bourke.Street.Mall..South.",13
"20/12/2021",5,"Melbourne.Central",55
"20/12/2021",5,"Town.Hall..West.",55
"20/12/2021",5,"Princes.Bridge",143
"20/12/2021",5,"Flinders.Street.Station.Underpass",91
"20/12/2021",5,"Birrarung.Marr",25
"20/12/2021",5,"Webb.Bridge",17
"20/12/2021",5,"Southern.Cross.Station",26
"20/12/2021",5,"Victoria.Point",1
"20/12/2021",5,"Waterfront.City",1
"20/12/2021",5,"New.Quay",24
"20/12/2021",5,"Flagstaff.Station",NA
"20/12/2021",5,"Sandridge.Bridge",46
"20/12/2021",5,"State.Library",NA
"20/12/2021",5,"Collins.St..North.",23
"20/12/2021",5,"Collins.Place..South.",39
"20/12/2021",5,"Collins.Place..North.",11
"20/12/2021",5,"Chinatown.Swanston.St..North.",9
"20/12/2021",5,"Chinatown.Lt.Bourke.St..South.",14
"20/12/2021",5,"Bourke.St.Russell.St..West.",25
"20/12/2021",5,"Flinders.St.Elizabeth.St..East.",NA
"20/12/2021",5,"Spencer.St.Collins.St..South.",22
"20/12/2021",5,"Spencer.St.Collins.St..North.",99
"20/12/2021",5,"Melbourne.Convention.Exhibition.Centre",94
"20/12/2021",5,"QV.Market.Elizabeth.St..West.",30
"20/12/2021",5,"QV.Market.Peel.St",7
"20/12/2021",5,"The.Arts.Centre",103
"20/12/2021",5,"St.Kilda.Rd.Alexandra.Gardens",21
"20/12/2021",5,"Lonsdale.St..South.",54
"20/12/2021",5,"Lygon.St..West.",7
"20/12/2021",5,"City.Square",NA
"20/12/2021",5,"Flinders.St.Spring.St..West.",NA
"20/12/2021",5,"Flinders.St.Spark.La",NA
"20/12/2021",5,"Southbank",83
"20/12/2021",5,"Queen.St..West.",9
"20/12/2021",5,"Lygon.St..East.",15
"20/12/2021",5,"Flinders.St.Swanston.St..West.",NA
"20/12/2021",5,"Alfred.Place",3
"20/12/2021",5,"Lonsdale.St.Spring.St..West.",15
"20/12/2021",5,"Grattan.St.Swanston.St..West.",12
"20/12/2021",5,"Monash.Rd.Swanston.St..West.",4
"20/12/2021",5,"Tin.Alley.Swanston.St..West.",7
"20/12/2021",5,"Little.Collins.St.Swanston.St..East.",NA
"20/12/2021",5,"Flinders.La.Swanston.St..West.",175
"20/12/2021",5,"Pelham.St..South.",9
"20/12/2021",5,"Melbourne.Central.Elizabeth.St..East.",56
"20/12/2021",5,"QVM.Queen.St..East.",9
"20/12/2021",5,"QVM.Therry.St..South.",27
"20/12/2021",5,"Faraday.St.Lygon.St..West.",13
"20/12/2021",5,"QVM.Franklin.St..North.",20
"20/12/2021",5,"Elizabeth.St.Lonsdale.St..South.",24
"20/12/2021",5,"Lincoln.Swanston..W.",6
"20/12/2021",5,"Elizabeth.St.La.Trobe.St..East.",NA
"20/12/2021",5,"Lonsdale.St...Elizabeth.St..North.",9
"20/12/2021",5,"Bourke.St.Bridge",39
"20/12/2021",5,"Bourke.St...Spencer.St..North.",79
"20/12/2021",5,"RMIT.Bld.80...445.Swanston.Street",21
"20/12/2021",5,"Flinders.La.Swanston.St..West..Temporary",NA
"20/12/2021",5,"RMIT.Building.14",33
"20/12/2021",5,"X380.Elizabeth.St",111
"20/12/2021",5,"La.Trobe.St..North.",43
"20/12/2021",5,"X231.Bourke.St",19
"20/12/2021",5,"Royal.Pde...Grattan.St",12
"20/12/2021",5,"Swanston.St...City.Square",12
"20/12/2021",5,"State.Library...New",20
"20/12/2021",5,"Flinders.Ln...Degraves.St..South.",16
"20/12/2021",5,"Flinders.Ln...Degraves.St..North.",1
"20/12/2021",5,"Flinders.Ln...Degraves.St..Crossing.",8
"20/12/2021",5,"Errol.Street..East.",2
"20/12/2021",5,"Westwood.Place",5
"20/12/2021",5,"Flinders.St...ACMI",60
"20/12/2021",5,"Bourke.St...Spencer.St..South.",12
"20/12/2021",5,"Spring.St...Flinders.St..West.",16
"20/12/2021",5,"Macaulay.Rd...Bellair.St",6
"20/12/2021",5,"Harbour.Esplanade...Pedestrian.Path",16
"20/12/2021",5,"Harbour.Esplanade...Bike.Path",7
"20/12/2021",5,"Flinders.St..South.",47
"20/12/2021",5,"Elizabeth.St...Flinders.St..East....New.footpath",56
"20/12/2021",5,"Macaulay.Rd..North.",NA
"20/12/2021",5,"Queensberry.St...Errol.St..South.",NA
"20/12/2021",6,"Bourke.Street.Mall..North.",77
"20/12/2021",6,"Bourke.Street.Mall..South.",48
"20/12/2021",6,"Melbourne.Central",113
"20/12/2021",6,"Town.Hall..West.",128
"20/12/2021",6,"Princes.Bridge",340
"20/12/2021",6,"Flinders.Street.Station.Underpass",288
"20/12/2021",6,"Birrarung.Marr",86
"20/12/2021",6,"Webb.Bridge",58
"20/12/2021",6,"Southern.Cross.Station",59
"20/12/2021",6,"Victoria.Point",2
"20/12/2021",6,"Waterfront.City",28
"20/12/2021",6,"New.Quay",90
"20/12/2021",6,"Flagstaff.Station",NA
"20/12/2021",6,"Sandridge.Bridge",105
"20/12/2021",6,"State.Library",NA
"20/12/2021",6,"Collins.St..North.",49
"20/12/2021",6,"Collins.Place..South.",128
"20/12/2021",6,"Collins.Place..North.",56
"20/12/2021",6,"Chinatown.Swanston.St..North.",37
"20/12/2021",6,"Chinatown.Lt.Bourke.St..South.",19
"20/12/2021",6,"Bourke.St.Russell.St..West.",69
"20/12/2021",6,"Flinders.St.Elizabeth.St..East.",NA
"20/12/2021",6,"Spencer.St.Collins.St..South.",75
"20/12/2021",6,"Spencer.St.Collins.St..North.",279
"20/12/2021",6,"Melbourne.Convention.Exhibition.Centre",286
"20/12/2021",6,"QV.Market.Elizabeth.St..West.",84
"20/12/2021",6,"QV.Market.Peel.St",16
"20/12/2021",6,"The.Arts.Centre",187
"20/12/2021",6,"St.Kilda.Rd.Alexandra.Gardens",56
"20/12/2021",6,"Lonsdale.St..South.",51
"20/12/2021",6,"Lygon.St..West.",14
"20/12/2021",6,"City.Square",NA
"20/12/2021",6,"Flinders.St.Spring.St..West.",NA
"20/12/2021",6,"Flinders.St.Spark.La",NA
"20/12/2021",6,"Southbank",382
"20/12/2021",6,"Queen.St..West.",37
"20/12/2021",6,"Lygon.St..East.",NA
"20/12/2021",6,"Flinders.St.Swanston.St..West.",NA
"20/12/2021",6,"Alfred.Place",15
"20/12/2021",6,"Lonsdale.St.Spring.St..West.",36
"20/12/2021",6,"Grattan.St.Swanston.St..West.",38
"20/12/2021",6,"Monash.Rd.Swanston.St..West.",19
"20/12/2021",6,"Tin.Alley.Swanston.St..West.",6
"20/12/2021",6,"Little.Collins.St.Swanston.St..East.",NA
"20/12/2021",6,"Flinders.La.Swanston.St..West.",360
"20/12/2021",6,"Pelham.St..South.",14
"20/12/2021",6,"Melbourne.Central.Elizabeth.St..East.",141
"20/12/2021",6,"QVM.Queen.St..East.",25
"20/12/2021",6,"QVM.Therry.St..South.",76
"20/12/2021",6,"Faraday.St.Lygon.St..West.",8
"20/12/2021",6,"QVM.Franklin.St..North.",97
"20/12/2021",6,"Elizabeth.St.Lonsdale.St..South.",25
"20/12/2021",6,"Lincoln.Swanston..W.",13
"20/12/2021",6,"Elizabeth.St.La.Trobe.St..East.",NA
"20/12/2021",6,"Lonsdale.St...Elizabeth.St..North.",24
"20/12/2021",6,"Bourke.St.Bridge",115
"20/12/2021",6,"Bourke.St...Spencer.St..North.",169
"20/12/2021",6,"RMIT.Bld.80...445.Swanston.Street",51
"20/12/2021",6,"Flinders.La.Swanston.St..West..Temporary",NA
"20/12/2021",6,"RMIT.Building.14",64
"20/12/2021",6,"X380.Elizabeth.St",257
"20/12/2021",6,"La.Trobe.St..North.",93
"20/12/2021",6,"X231.Bourke.St",114
"20/12/2021",6,"Royal.Pde...Grattan.St",32
"20/12/2021",6,"Swanston.St...City.Square",61
"20/12/2021",6,"State.Library...New",55
"20/12/2021",6,"Flinders.Ln...Degraves.St..South.",91
"20/12/2021",6,"Flinders.Ln...Degraves.St..North.",50
"20/12/2021",6,"Flinders.Ln...Degraves.St..Crossing.",13
"20/12/2021",6,"Errol.Street..East.",20
"20/12/2021",6,"Westwood.Place",3
"20/12/2021",6,"Flinders.St...ACMI",102
"20/12/2021",6,"Bourke.St...Spencer.St..South.",32
"20/12/2021",6,"Spring.St...Flinders.St..West.",89
"20/12/2021",6,"Macaulay.Rd...Bellair.St",17
"20/12/2021",6,"Harbour.Esplanade...Pedestrian.Path",70
"20/12/2021",6,"Harbour.Esplanade...Bike.Path",19
"20/12/2021",6,"Flinders.St..South.",155
"20/12/2021",6,"Elizabeth.St...Flinders.St..East....New.footpath",221
"20/12/2021",6,"Macaulay.Rd..North.",NA
"20/12/2021",6,"Queensberry.St...Errol.St..South.",NA
"20/12/2021",7,"Bourke.Street.Mall..North.",275
"20/12/2021",7,"Bourke.Street.Mall..South.",138
"20/12/2021",7,"Melbourne.Central",182
"20/12/2021",7,"Town.Hall..West.",289
"20/12/2021",7,"Princes.Bridge",434
"20/12/2021",7,"Flinders.Street.Station.Underpass",519
"20/12/2021",7,"Birrarung.Marr",173
"20/12/2021",7,"Webb.Bridge",160
"20/12/2021",7,"Southern.Cross.Station",274
"20/12/2021",7,"Victoria.Point",8
"20/12/2021",7,"Waterfront.City",35
"20/12/2021",7,"New.Quay",168
"20/12/2021",7,"Flagstaff.Station",NA
"20/12/2021",7,"Sandridge.Bridge",245
"20/12/2021",7,"State.Library",NA
"20/12/2021",7,"Collins.St..North.",237
"20/12/2021",7,"Collins.Place..South.",257
"20/12/2021",7,"Collins.Place..North.",194
"20/12/2021",7,"Chinatown.Swanston.St..North.",46
"20/12/2021",7,"Chinatown.Lt.Bourke.St..South.",33
"20/12/2021",7,"Bourke.St.Russell.St..West.",172
"20/12/2021",7,"Flinders.St.Elizabeth.St..East.",NA
"20/12/2021",7,"Spencer.St.Collins.St..South.",212
"20/12/2021",7,"Spencer.St.Collins.St..North.",611
"20/12/2021",7,"Melbourne.Convention.Exhibition.Centre",446
"20/12/2021",7,"QV.Market.Elizabeth.St..West.",143
"20/12/2021",7,"QV.Market.Peel.St",39
"20/12/2021",7,"The.Arts.Centre",321
"20/12/2021",7,"St.Kilda.Rd.Alexandra.Gardens",74
"20/12/2021",7,"Lonsdale.St..South.",79
"20/12/2021",7,"Lygon.St..West.",34
"20/12/2021",7,"City.Square",NA
"20/12/2021",7,"Flinders.St.Spring.St..West.",NA
"20/12/2021",7,"Flinders.St.Spark.La",NA
"20/12/2021",7,"Southbank",559
"20/12/2021",7,"Queen.St..West.",88
"20/12/2021",7,"Lygon.St..East.",NA
"20/12/2021",7,"Flinders.St.Swanston.St..West.",NA
"20/12/2021",7,"Alfred.Place",46
"20/12/2021",7,"Lonsdale.St.Spring.St..West.",95
"20/12/2021",7,"Grattan.St.Swanston.St..West.",44
"20/12/2021",7,"Monash.Rd.Swanston.St..West.",81
"20/12/2021",7,"Tin.Alley.Swanston.St..West.",35
"20/12/2021",7,"Little.Collins.St.Swanston.St..East.",NA
"20/12/2021",7,"Flinders.La.Swanston.St..West.",609
"20/12/2021",7,"Pelham.St..South.",27
"20/12/2021",7,"Melbourne.Central.Elizabeth.St..East.",275
"20/12/2021",7,"QVM.Queen.St..East.",75
"20/12/2021",7,"QVM.Therry.St..South.",72
"20/12/2021",7,"Faraday.St.Lygon.St..West.",77
"20/12/2021",7,"QVM.Franklin.St..North.",40
"20/12/2021",7,"Elizabeth.St.Lonsdale.St..South.",60
"20/12/2021",7,"Lincoln.Swanston..W.",31
"20/12/2021",7,"Elizabeth.St.La.Trobe.St..East.",NA
"20/12/2021",7,"Lonsdale.St...Elizabeth.St..North.",56
"20/12/2021",7,"Bourke.St.Bridge",245
"20/12/2021",7,"Bourke.St...Spencer.St..North.",342
"20/12/2021",7,"RMIT.Bld.80...445.Swanston.Street",99
"20/12/2021",7,"Flinders.La.Swanston.St..West..Temporary",NA
"20/12/2021",7,"RMIT.Building.14",99
"20/12/2021",7,"X380.Elizabeth.St",304
"20/12/2021",7,"La.Trobe.St..North.",49
"20/12/2021",7,"X231.Bourke.St",295
"20/12/2021",7,"Royal.Pde...Grattan.St",124
"20/12/2021",7,"Swanston.St...City.Square",131
"20/12/2021",7,"State.Library...New",149
"20/12/2021",7,"Flinders.Ln...Degraves.St..South.",153
"20/12/2021",7,"Flinders.Ln...Degraves.St..North.",112
"20/12/2021",7,"Flinders.Ln...Degraves.St..Crossing.",105
"20/12/2021",7,"Errol.Street..East.",55
"20/12/2021",7,"Westwood.Place",16
"20/12/2021",7,"Flinders.St...ACMI",188
"20/12/2021",7,"Bourke.St...Spencer.St..South.",99
"20/12/2021",7,"Spring.St...Flinders.St..West.",48
"20/12/2021",7,"Macaulay.Rd...Bellair.St",38
"20/12/2021",7,"Harbour.Esplanade...Pedestrian.Path",134
"20/12/2021",7,"Harbour.Esplanade...Bike.Path",34
"20/12/2021",7,"Flinders.St..South.",248
"20/12/2021",7,"Elizabeth.St...Flinders.St..East....New.footpath",484
"20/12/2021",7,"Macaulay.Rd..North.",NA
"20/12/2021",7,"Queensberry.St...Errol.St..South.",NA
"20/12/2021",8,"Bourke.Street.Mall..North.",532
"20/12/2021",8,"Bourke.Street.Mall..South.",295
"20/12/2021",8,"Melbourne.Central",277
"20/12/2021",8,"Town.Hall..West.",660
"20/12/2021",8,"Princes.Bridge",691
"20/12/2021",8,"Flinders.Street.Station.Underpass",1009
"20/12/2021",8,"Birrarung.Marr",258
"20/12/2021",8,"Webb.Bridge",204
"20/12/2021",8,"Southern.Cross.Station",496
"20/12/2021",8,"Victoria.Point",16
"20/12/2021",8,"Waterfront.City",60
"20/12/2021",8,"New.Quay",204
"20/12/2021",8,"Flagstaff.Station",NA
"20/12/2021",8,"Sandridge.Bridge",345
"20/12/2021",8,"State.Library",NA
"20/12/2021",8,"Collins.St..North.",430
"20/12/2021",8,"Collins.Place..South.",580
"20/12/2021",8,"Collins.Place..North.",396
"20/12/2021",8,"Chinatown.Swanston.St..North.",64
"20/12/2021",8,"Chinatown.Lt.Bourke.St..South.",64
"20/12/2021",8,"Bourke.St.Russell.St..West.",185
"20/12/2021",8,"Flinders.St.Elizabeth.St..East.",NA
"20/12/2021",8,"Spencer.St.Collins.St..South.",428
"20/12/2021",8,"Spencer.St.Collins.St..North.",940
"20/12/2021",8,"Melbourne.Convention.Exhibition.Centre",663
"20/12/2021",8,"QV.Market.Elizabeth.St..West.",212
"20/12/2021",8,"QV.Market.Peel.St",91
"20/12/2021",8,"The.Arts.Centre",562
"20/12/2021",8,"St.Kilda.Rd.Alexandra.Gardens",117
"20/12/2021",8,"Lonsdale.St..South.",132
"20/12/2021",8,"Lygon.St..West.",41
"20/12/2021",8,"City.Square",NA
"20/12/2021",8,"Flinders.St.Spring.St..West.",NA
"20/12/2021",8,"Flinders.St.Spark.La",NA
"20/12/2021",8,"Southbank",1260
"20/12/2021",8,"Queen.St..West.",188
"20/12/2021",8,"Lygon.St..East.",NA
"20/12/2021",8,"Flinders.St.Swanston.St..West.",NA
"20/12/2021",8,"Alfred.Place",114
"20/12/2021",8,"Lonsdale.St.Spring.St..West.",183
"20/12/2021",8,"Grattan.St.Swanston.St..West.",107
"20/12/2021",8,"Monash.Rd.Swanston.St..West.",163
"20/12/2021",8,"Tin.Alley.Swanston.St..West.",81
"20/12/2021",8,"Little.Collins.St.Swanston.St..East.",NA
"20/12/2021",8,"Flinders.La.Swanston.St..West.",1179
"20/12/2021",8,"Pelham.St..South.",52
"20/12/2021",8,"Melbourne.Central.Elizabeth.St..East.",430
"20/12/2021",8,"QVM.Queen.St..East.",132
"20/12/2021",8,"QVM.Therry.St..South.",53
"20/12/2021",8,"Faraday.St.Lygon.St..West.",121
"20/12/2021",8,"QVM.Franklin.St..North.",75
"20/12/2021",8,"Elizabeth.St.Lonsdale.St..South.",176
"20/12/2021",8,"Lincoln.Swanston..W.",49
"20/12/2021",8,"Elizabeth.St.La.Trobe.St..East.",NA
"20/12/2021",8,"Lonsdale.St...Elizabeth.St..North.",226
"20/12/2021",8,"Bourke.St.Bridge",465
"20/12/2021",8,"Bourke.St...Spencer.St..North.",607
"20/12/2021",8,"RMIT.Bld.80...445.Swanston.Street",166
"20/12/2021",8,"Flinders.La.Swanston.St..West..Temporary",NA
"20/12/2021",8,"RMIT.Building.14",278
"20/12/2021",8,"X380.Elizabeth.St",506
"20/12/2021",8,"La.Trobe.St..North.",92
"20/12/2021",8,"X231.Bourke.St",418
"20/12/2021",8,"Royal.Pde...Grattan.St",211
"20/12/2021",8,"Swanston.St...City.Square",330
"20/12/2021",8,"State.Library...New",265
"20/12/2021",8,"Flinders.Ln...Degraves.St..South.",375
"20/12/2021",8,"Flinders.Ln...Degraves.St..North.",196
"20/12/2021",8,"Flinders.Ln...Degraves.St..Crossing.",257
"20/12/2021",8,"Errol.Street..East.",138
"20/12/2021",8,"Westwood.Place",58
"20/12/2021",8,"Flinders.St...ACMI",365
"20/12/2021",8,"Bourke.St...Spencer.St..South.",232
"20/12/2021",8,"Spring.St...Flinders.St..West.",68
"20/12/2021",8,"Macaulay.Rd...Bellair.St",101
"20/12/2021",8,"Harbour.Esplanade...Pedestrian.Path",163
"20/12/2021",8,"Harbour.Esplanade...Bike.Path",53
"20/12/2021",8,"Flinders.St..South.",453
"20/12/2021",8,"Elizabeth.St...Flinders.St..East....New.footpath",836
"20/12/2021",8,"Macaulay.Rd..North.",NA
"20/12/2021",8,"Queensberry.St...Errol.St..South.",NA
"20/12/2021",9,"Bourke.Street.Mall..North.",872
"20/12/2021",9,"Bourke.Street.Mall..South.",508
"20/12/2021",9,"Melbourne.Central",322
"20/12/2021",9,"Town.Hall..West.",883
"20/12/2021",9,"Princes.Bridge",707
"20/12/2021",9,"Flinders.Street.Station.Underpass",671
"20/12/2021",9,"Birrarung.Marr",127
"20/12/2021",9,"Webb.Bridge",166
"20/12/2021",9,"Southern.Cross.Station",259
"20/12/2021",9,"Victoria.Point",10
"20/12/2021",9,"Waterfront.City",35
"20/12/2021",9,"New.Quay",169
"20/12/2021",9,"Flagstaff.Station",NA
"20/12/2021",9,"Sandridge.Bridge",312
"20/12/2021",9,"State.Library",NA
"20/12/2021",9,"Collins.St..North.",625
"20/12/2021",9,"Collins.Place..South.",460
"20/12/2021",9,"Collins.Place..North.",288
"20/12/2021",9,"Chinatown.Swanston.St..North.",115
"20/12/2021",9,"Chinatown.Lt.Bourke.St..South.",96
"20/12/2021",9,"Bourke.St.Russell.St..West.",267
"20/12/2021",9,"Flinders.St.Elizabeth.St..East.",NA
"20/12/2021",9,"Spencer.St.Collins.St..South.",249
"20/12/2021",9,"Spencer.St.Collins.St..North.",717
"20/12/2021",9,"Melbourne.Convention.Exhibition.Centre",599
"20/12/2021",9,"QV.Market.Elizabeth.St..West.",257
"20/12/2021",9,"QV.Market.Peel.St",50
"20/12/2021",9,"The.Arts.Centre",544
"20/12/2021",9,"St.Kilda.Rd.Alexandra.Gardens",161
"20/12/2021",9,"Lonsdale.St..South.",192
"20/12/2021",9,"Lygon.St..West.",79
"20/12/2021",9,"City.Square",NA
"20/12/2021",9,"Flinders.St.Spring.St..West.",NA
"20/12/2021",9,"Flinders.St.Spark.La",NA
"20/12/2021",9,"Southbank",1002
"20/12/2021",9,"Queen.St..West.",206
"20/12/2021",9,"Lygon.St..East.",NA
"20/12/2021",9,"Flinders.St.Swanston.St..West.",NA
"20/12/2021",9,"Alfred.Place",158
"20/12/2021",9,"Lonsdale.St.Spring.St..West.",181
"20/12/2021",9,"Grattan.St.Swanston.St..West.",147
"20/12/2021",9,"Monash.Rd.Swanston.St..West.",271
"20/12/2021",9,"Tin.Alley.Swanston.St..West.",96
"20/12/2021",9,"Little.Collins.St.Swanston.St..East.",NA
"20/12/2021",9,"Flinders.La.Swanston.St..West.",1471
"20/12/2021",9,"Pelham.St..South.",68
"20/12/2021",9,"Melbourne.Central.Elizabeth.St..East.",618
"20/12/2021",9,"QVM.Queen.St..East.",131
"20/12/2021",9,"QVM.Therry.St..South.",71
"20/12/2021",9,"Faraday.St.Lygon.St..West.",269
"20/12/2021",9,"QVM.Franklin.St..North.",88
"20/12/2021",9,"Elizabeth.St.Lonsdale.St..South.",171
"20/12/2021",9,"Lincoln.Swanston..W.",53
"20/12/2021",9,"Elizabeth.St.La.Trobe.St..East.",NA
"20/12/2021",9,"Lonsdale.St...Elizabeth.St..North.",209
"20/12/2021",9,"Bourke.St.Bridge",264
"20/12/2021",9,"Bourke.St...Spencer.St..North.",458
"20/12/2021",9,"RMIT.Bld.80...445.Swanston.Street",177
"20/12/2021",9,"Flinders.La.Swanston.St..West..Temporary",NA
"20/12/2021",9,"RMIT.Building.14",202
"20/12/2021",9,"X380.Elizabeth.St",579
"20/12/2021",9,"La.Trobe.St..North.",140
"20/12/2021",9,"X231.Bourke.St",395
"20/12/2021",9,"Royal.Pde...Grattan.St",177
"20/12/2021",9,"Swanston.St...City.Square",340
"20/12/2021",9,"State.Library...New",440
"20/12/2021",9,"Flinders.Ln...Degraves.St..South.",408
"20/12/2021",9,"Flinders.Ln...Degraves.St..North.",237
"20/12/2021",9,"Flinders.Ln...Degraves.St..Crossing.",224
"20/12/2021",9,"Errol.Street..East.",142
"20/12/2021",9,"Westwood.Place",86
"20/12/2021",9,"Flinders.St...ACMI",280
"20/12/2021",9,"Bourke.St...Spencer.St..South.",140
"20/12/2021",9,"Spring.St...Flinders.St..West.",55
"20/12/2021",9,"Macaulay.Rd...Bellair.St",121
"20/12/2021",9,"Harbour.Esplanade...Pedestrian.Path",123
"20/12/2021",9,"Harbour.Esplanade...Bike.Path",48
"20/12/2021",9,"Flinders.St..South.",408
"20/12/2021",9,"Elizabeth.St...Flinders.St..East....New.footpath",882
"20/12/2021",9,"Macaulay.Rd..North.",NA
"20/12/2021",9,"Queensberry.St...Errol.St..South.",NA
"20/12/2021",10,"Bourke.Street.Mall..North.",1312
"20/12/2021",10,"Bourke.Street.Mall..South.",1090
"20/12/2021",10,"Melbourne.Central",642
"20/12/2021",10,"Town.Hall..West.",1482
"20/12/2021",10,"Princes.Bridge",926
"20/12/2021",10,"Flinders.Street.Station.Underpass",755
"20/12/2021",10,"Birrarung.Marr",185
"20/12/2021",10,"Webb.Bridge",184
"20/12/2021",10,"Southern.Cross.Station",227
"20/12/2021",10,"Victoria.Point",9
"20/12/2021",10,"Waterfront.City",49
"20/12/2021",10,"New.Quay",200
"20/12/2021",10,"Flagstaff.Station",NA
"20/12/2021",10,"Sandridge.Bridge",366
"20/12/2021",10,"State.Library",NA
"20/12/2021",10,"Collins.St..North.",1013
"20/12/2021",10,"Collins.Place..South.",405
"20/12/2021",10,"Collins.Place..North.",228
"20/12/2021",10,"Chinatown.Swanston.St..North.",220
"20/12/2021",10,"Chinatown.Lt.Bourke.St..South.",137
"20/12/2021",10,"Bourke.St.Russell.St..West.",319
"20/12/2021",10,"Flinders.St.Elizabeth.St..East.",NA
"20/12/2021",10,"Spencer.St.Collins.St..South.",251
"20/12/2021",10,"Spencer.St.Collins.St..North.",696
"20/12/2021",10,"Melbourne.Convention.Exhibition.Centre",773
"20/12/2021",10,"QV.Market.Elizabeth.St..West.",301
